frequency,real,imaginary,magnitude,phase,variation_id
1.0,25.813230422333024,-0.05631044192590156,25.813291841652607,-0.12498805822815828,variation_000
1.3738237958832629,25.813121417178547,-0.0773602983929276,25.81323733888815,-0.1717113268910061,variation_000
1.8873918221350972,25.812915684249926,-0.10627857173218629,25.813134471756918,-0.23590048018503573,variation_000
2.592943797404667,25.812527394538602,-0.14600583451842722,25.812940324525588,-0.3240840681098472,variation_000
3.562247890262442,25.811794571542357,-0.2005805951129166,25.81257390456518,-0.4452301911378286,variation_000
4.893900918477494,25.810411560785827,-0.2755476297674126,25.81188236904502,-0.6116569064043039,variation_000
6.7233575364993365,25.807801681385172,-0.378515612322388,25.810577321991058,-0.8402804881028009,variation_000
9.23670857187386,25.80287725425483,-0.5199145306812852,25.808114726135166,-1.1543238979397055,variation_000
12.689610031679221,25.7935880496036,-0.7140138118581678,25.803468762865542,-1.5856472974605682,variation_000
17.43328822199988,25.776073892881968,-0.9802631026109475,25.79470684232817,-2.177906751531008,variation_000
23.95026619987486,25.743082542640497,-1.3449850951239224,25.778193957360696,-2.99078268643246,variation_000
32.90344562312668,25.68104450175803,-1.8433195971139258,25.74711389337416,-4.105503442504014,variation_000
45.20353656360243,25.564765469871045,-2.5209301025435287,25.688758672061617,-5.631704377355994,variation_000
62.10169418915616,25.348146245267355,-3.433967890373316,25.579692209711524,-7.715014149871237,variation_000
85.31678524172806,24.949146203606958,-4.6434069634310795,25.37757128877773,-10.542968987482132,variation_000
117.21022975334806,24.229316169754327,-6.19517033755138,25.008796403769512,-14.342613855937776,variation_000
161.02620275609394,22.978050515654534,-8.071538249456614,24.354476697568614,-19.35493048819976,variation_000
221.2216291070448,20.937294876379053,-10.10403247400397,23.247834070643556,-25.761277346698307,variation_000
303.9195382313198,17.93151674463201,-11.888367569764425,21.514473645358944,-33.543872014818874,variation_000
417.53189365604004,14.10868656985479,-12.850582623043074,19.083828506828958,-42.32812540188679,variation_000
573.6152510448682,10.060572489689566,-12.588963137015972,16.115120591712788,-51.36961508110419,variation_000
788.0462815669912,6.526325183556368,-11.219332291119263,12.979458288390678,-59.81328507455473,variation_000
1082.636733874054,3.924346780807285,-9.26822810013211,10.064817423684891,-67.05126239360278,variation_000
1487.3521072935118,2.239305834294669,-7.2656384400013625,7.602893696503429,-72.87044222408913,variation_000
2043.3597178569416,1.2369049033381465,-5.513504283155591,5.6505453914004615,-77.35556170019686,variation_000
2807.2162039411755,0.6704562403442741,-4.105753549339198,4.16013506729385,-80.72564300584665,variation_000
3856.620421163472,0.35962057463854635,-3.0255059040444476,3.046803724087124,-83.22145822067193,variation_000
5298.316906283708,0.19179466728812522,-2.21677204644656,2.2250535949291272,-85.05509490902902,variation_000
7278.953843983146,0.10197513039744158,-1.6192347382569923,1.6224426229601359,-86.3964220984094,variation_000
10000.0,0.054130196648377,-1.180826748506811,1.182066786682698,-87.37534561197633,variation_000
1.0,27.526500284487177,-0.06385990209352639,27.526574360042844,-0.13292268425150444,variation_001
1.3738237958832629,27.526283341531474,-0.08763611551006421,27.526422845822427,-0.18241338739355983,variation_001
1.8873918221350972,27.525955885707287,-0.12027184619824488,27.526218642212584,-0.25034644960538,variation_001
2.592943797404667,27.525427744491797,-0.16509645467013193,27.525922861124627,-0.34365375610455345,variation_001
3.562247890262442,27.52450816958149,-0.22668242501613325,27.525441593172843,-0.4718577543604281,variation_001
4.893900918477494,27.52282779924485,-0.3112989121236283,27.52458822724828,-0.6480203791048608,variation_001
6.7233575364993365,27.519691520924965,-0.4275391902913418,27.523012392652525,-0.8900616000425214,variation_001
9.23670857187386,27.513794317414195,-0.5871753082421562,27.520059094841763,-1.2225707787898255,variation_001
12.689610031679221,27.502682162759587,-0.806303152564797,27.514498921834107,-1.6792739891831188,variation_001
17.43328822199988,27.481739760139405,-1.1068407347892242,27.504020009013516,-2.3063694845231524,variation_001
23.95026619987486,27.442303319269918,-1.5183970127003703,27.484278068652088,-3.1669762531242966,variation_001
32.90344562312668,27.36818062570948,-2.080357303903669,27.4471345913078,-4.3469061142024,variation_001
45.20353656360243,27.229368511519162,-2.843535049662966,27.377439637679288,-5.961730498585293,variation_001
62.10169418915616,26.97117662732854,-3.8694645390791607,27.24733242873042,-8.164323551532169,variation_001
85.31678524172806,26.49697487907492,-5.222491449979827,27.006741652547422,-11.149946986626558,variation_001
117.21022975334806,25.645946592102913,-6.944338947155435,26.56950168930488,-15.151074378029293,variation_001
161.02620275609394,24.18016579796524,-8.995023988032957,25.79904793906892,-20.40520585179881,variation_001
221.2216291070448,21.82575797410558,-11.154326080782177,24.510869047437932,-27.06987113636316,variation_001
303.9195382313198,18.437433766209853,-12.945101623435821,22.528085136656777,-35.07306636780004,variation_001
417.53189365604004,14.25934792914255,-13.75421053059815,19.81179726032848,-43.966960773054105,variation_001
573.6152510448682,9.987638050727568,-13.235178984927302,16.58079843057633,-52.96076961509459,variation_001
788.0462815669912,6.380202319125331,-11.615355383111913,13.252300264820411,-61.220433617747446,variation_001
1082.636733874054,3.7938841828868455,-9.488840602656914,10.21918065090296,-68.20719060173403,variation_001
1487.3521072935118,2.1494062051922436,-7.385478076074684,7.691894009091567,-73.77334420995174,variation_001
2043.3597178569416,1.1822270181021355,-5.580743071338116,5.70459060324394,-78.03926330185351,variation_001
2807.2162039411755,0.6392906958695006,-4.1459166450909075,4.194915663260366,-81.23416393536758,variation_001
3856.620421163472,0.3424559258575786,-3.051110259481592,3.0702686977964646,-83.5959372043776,variation_001
5298.316906283708,0.18251158217575042,-2.2339563390147434,2.2413994294307407,-85.32937603191313,variation_001
7278.953843983146,0.09700281897176054,-1.6311715597186824,1.6340533051658832,-86.59673181259113,variation_001
10000.0,0.05148046425180051,-1.189292758485136,1.1904064447006177,-87.5214066383585,variation_001
1.0,20.656979635514073,-0.030224497609663132,20.65700174716309,-0.08383291970576089,variation_002
1.3738237958832629,20.656795878544358,-0.041382024367095226,20.656837329073102,-0.11478121708976721,variation_002
1.8873918221350972,20.656575401461996,-0.056653764343129125,20.656653092050007,-0.15714189735424683,variation_002
2.592943797404667,20.656314518448706,-0.07760295493359622,20.656460289790438,-0.21525141249897203,variation_002
3.562247890262442,20.65596885919974,-0.1063864607005875,20.656242823690125,-0.29509345895602335,variation_002
4.893900918477494,20.655428728303317,-0.1459565115132749,20.655944404777795,-0.4048598084225561,variation_002
6.7233575364993365,20.654483338900533,-0.20035116683058268,20.655455032193558,-0.5557590608245541,variation_002
9.23670857187386,20.652743612379865,-0.2751020822735163,20.65457576118107,-0.7631555596232045,variation_002
12.689610031679221,20.649486020933487,-0.3777906237996129,20.65294164723656,-1.0481323186020006,variation_002
17.43328822199988,20.643354291014738,-0.5187958874968395,20.64987228912664,-1.43961871737499,variation_002
23.95026619987486,20.631798692849753,-0.7122854423914268,20.64409038571861,-1.9772753640590075,variation_002
32.90344562312668,20.61002795228309,-0.977485788819965,20.63319487285562,-2.7153710841874092,variation_002
45.20353656360243,20.569065093818907,-1.340197752114828,20.612679807548872,-3.727893717908358,variation_002
62.10169418915616,20.492195267526615,-1.8342955148348479,20.574127124089213,-5.115022489008457,variation_002
85.31678524172806,20.348666947948303,-2.5023347384959,20.501949314687298,-7.010630946897198,variation_002
117.21022975334806,20.083180006332153,-3.392904833947383,20.367766749915493,-9.589152724420748,variation_002
161.02620275609394,19.600524980207062,-4.5492233367996775,20.12153106669082,-13.06682560826935,variation_002
221.2216291070448,18.7500363806347,-5.97863919482115,19.68014204463414,-17.68540923982377,variation_002
303.9195382313198,17.330719270929663,-7.59185075660367,18.920624417770057,-23.656180688647012,variation_002
417.53189365604004,15.164215990567628,-9.126031634389728,17.698528187407817,-31.040101613923298,variation_002
573.6152510448682,12.269361201986294,-10.144133156307968,15.919819779058844,-39.58345804725931,variation_002
788.0462815669912,9.019574040519455,-10.244954253386233,13.649608182156333,-48.63957290496325,variation_002
1082.636733874054,6.013395345356216,-9.383714202235035,11.145179038884,-57.34690389886488,variation_002
1487.3521072935118,3.691332399909058,-7.91351074134534,8.732100957960029,-64.99285356398865,variation_002
2043.3597178569416,2.13518276474869,-6.2885732932297,6.641171545985068,-71.24591705840959,variation_002
2807.2162039411755,1.18907632106956,-4.811249011277043,4.956008428750162,-76.11781471611015,variation_002
3856.620421163472,0.647535908844817,-3.5995067674809635,3.6572874815065797,-79.80181295023604,variation_002
5298.316906283708,0.34821736111540413,-2.6592587151755094,2.6819605226063783,-82.5398342070287,variation_002
7278.953843983146,0.18597058050895712,-1.9511266105547918,1.9599694148710252,-84.55533191507809,variation_002
10000.0,0.09895196599712405,-1.426253315399272,1.4296817867141314,-86.03123827998091,variation_002
1.0,30.96564744091901,-0.08853546681944104,30.965774008801702,-0.16381684810629085,variation_003
1.3738237958832629,30.964548363941613,-0.12046571423620334,30.964782695365162,-0.2229046617528597,variation_003
1.8873918221350972,30.963396349016875,-0.1641362738520749,30.963831387325207,-0.30372080517184746,variation_003
2.592943797404667,30.962103143746603,-0.2241428664021938,30.96291444790949,-0.4147720797854367,variation_003
3.562247890262442,30.960341882817414,-0.3067392864699253,30.961861353781725,-0.5676388066357856,variation_003
4.893900918477494,30.95746826773826,-0.4204146172190286,30.960322834208185,-0.7780514330868329,variation_003
6.7233575364993365,30.95231677542624,-0.5767445810989494,30.95768964374053,-1.0674873538506076,variation_003
9.23670857187386,30.94275231094493,-0.7915484168078343,30.95287497911363,-1.4653672131301094,variation_003
12.689610031679221,30.924801034921614,-1.0864085162709822,30.943878272021998,-2.012010819194777,variation_003
17.43328822199988,30.891022238859,-1.4906037210311076,30.926964843237254,-2.7625860901445654,variation_003
23.95026619987486,30.82749339832512,-2.0433965166481354,30.895142313121468,-3.792295969382617,variation_003
32.90344562312668,30.7083116901708,-2.7962545000897974,30.835360320417095,-5.202922281391826,variation_003
45.20353656360243,30.485868668760016,-3.8136185562153533,30.723474331220967,-7.130354948036253,variation_003
62.10169418915616,30.074697684976982,-5.168494159908663,30.515582457553876,-9.751324835910264,variation_003
85.31678524172806,29.328129846042316,-6.924277731993937,30.13444577847924,-13.28409004617593,variation_003
117.21022975334806,28.015540752527052,-9.086951283501417,29.452388821371215,-17.970675561398178,variation_003
161.02620275609394,25.833375833805547,-11.511458497163387,28.282096522403773,-24.017949297492326,variation_003
221.2216291070448,22.522338436495087,-13.787742252187009,26.407528567830173,-31.474166346449035,variation_003
303.9195382313198,18.1353139009621,-15.252305551669593,23.696464608205172,-40.06477285881918,variation_003
417.53189365604004,13.260331669541005,-15.321302499846997,20.26274182528243,-49.12435835847758,variation_003
573.6152510448682,8.797099132641934,-13.964061064385614,16.50405872988277,-57.78983403119433,variation_003
788.0462815669912,5.379605927133103,-11.731504404868874,12.906136351856173,-65.36567433155457,variation_003
1082.636733874054,3.1038340210034825,-9.298925007362742,9.803254149643108,-71.54180607996469,variation_003
1487.3521072935118,1.7258514066040496,-7.103439392895752,7.310089895905546,-76.34401767981227,variation_003
2043.3597178569416,0.9390195329178661,-5.3097116013968675,5.392104874092285,-79.97097042483313,variation_003
2807.2162039411755,0.5047190515071234,-3.9208211834518436,3.953173418098296,-82.66477452107662,variation_003
3856.620421163472,0.2694814828909557,-2.875989517961039,2.888587193948432,-84.64698981659636,variation_003
5298.316906283708,0.14336649222769066,-2.1020210619819437,2.1069044819614797,-86.09823449498855,variation_003
7278.953843983146,0.07612583729019995,-1.5333896241263036,1.5352781124217658,-87.15785796892327,variation_003
10000.0,0.04038055949714144,-1.1174389470654622,1.1181683191738492,-87.93041997308043,variation_003
1.0,27.52444122171251,-0.059924202802132044,27.52450645293369,-0.124739988687303,variation_004
1.3738237958832629,27.523317135582136,-0.08130197161863555,27.523437215515404,-0.16924727016350094,variation_004
1.8873918221350972,27.52210259462737,-0.11029076245990353,27.52232358071314,-0.22960314752288444,variation_004
2.592943797404667,27.520891143757243,-0.14992573711097212,27.521299516432435,-0.31212750182359394,variation_004
3.562247890262442,27.51959968143793,-0.20442467984630822,27.5203589379995,-0.425604154522159,variation_004
4.893900918477494,27.51790872871649,-0.27949900130949884,27.519328125768336,-0.5819323935510015,variation_004
6.7233575364993365,27.51520331109169,-0.3828799416945406,27.517867110306042,-0.7972315777318312,variation_004
9.23670857187386,27.510387413731962,-0.5250999187367353,27.515398335809703,-1.0934908260103104,variation_004
12.689610031679221,27.501465544015232,-0.7205483142880488,27.510903237478054,-1.5008267283368082,variation_004
17.43328822199988,27.484731540108225,-0.9888515158398002,27.502514342368745,-2.0605109820251686,variation_004
23.95026619987486,27.453251431800734,-1.3566199567984358,27.48675011500728,-2.829006321175795,variation_004
32.90344562312668,27.39405782278916,-1.8594961593415396,27.457096167747274,-3.8832545064064616,variation_004
45.20353656360243,27.28304254789452,-2.5440915006420224,27.401401647249028,-5.3273167172307225,variation_004
62.10169418915616,27.0759534521824,-3.4684767768911104,27.297208401164045,-7.299931597671188,variation_004
85.31678524172806,26.693544076851694,-4.697684649371456,27.103755024862597,-9.981040006062576,variation_004
117.21022975334806,26.000458804051604,-6.286156528189484,26.749572368882532,-13.591638246844925,variation_004
161.02620275609394,24.7858245078209,-8.232584785153874,26.117284483216135,-18.373851322545253,variation_004
221.2216291070448,22.777505647536206,-10.393666610088516,25.036834247268814,-24.52781943160364,variation_004
303.9195382313198,19.756199452623456,-12.38501080060636,23.31728777844832,-32.08328552541401,variation_004
417.53189365604004,15.800513237473824,-13.608017631687485,20.852682379777978,-40.736312754703576,variation_004
573.6152510448682,11.467071085048886,-13.567724657991876,17.764483433656185,-49.79641614586046,variation_004
788.0462815669912,7.555880620504437,-12.282040914931224,14.420120005997147,-58.40027535247828,variation_004
1082.636733874054,4.596728120504621,-10.265148861789637,11.247363716379898,-65.87719057131864,variation_004
1487.3521072935118,2.6430585497437824,-8.108755857736101,8.528638816232238,-71.94656000384552,variation_004
2043.3597178569416,1.4666008808346511,-6.181450588671318,6.353050410932528,-76.65288752125089,variation_004
2807.2162039411755,0.7970218723486147,-4.6150852419085275,4.683402145351602,-80.20170905323332,variation_004
3856.620421163472,0.428116981921611,-3.4056732073247233,3.432476386706708,-82.83510188146839,variation_004
5298.316906283708,0.22850123614721765,-2.497238970963946,2.50767128886979,-84.77190573954996,variation_004
7278.953843983146,0.12154167312763396,-1.824852612792251,1.8288956877638949,-86.18952515762042,variation_004
10000.0,0.06453062632087028,-1.3310657154882441,1.3326290334078705,-87.224449630152,variation_004
1.0,30.9577551791212,-0.08682661620424716,30.957876939345937,-0.1606959414490466,variation_005
1.3738237958832629,30.95717013839682,-0.11883490781245108,30.95739822260525,-0.2199395229891581,variation_005
1.8873918221350972,30.956437442271568,-0.16270367601455027,30.956865015751543,-0.3011376268779633,variation_005
2.592943797404667,30.955435856089327,-0.22294996447422571,30.956238720605576,-0.4126535706556156,variation_005
3.562247890262442,30.95385623575031,-0.30576446396341,30.955366380821943,-0.5659535082291108,variation_005
4.893900918477494,30.95108890359674,-0.41960500225721936,30.953933072814326,-0.7767133180752088,variation_005
6.7233575364993365,30.945998663919067,-0.5760376286053125,30.951359463791732,-1.0663967959262406,variation_005
9.23670857187386,30.936471605991567,-0.7908804054181349,30.946579249474357,-1.4644282020602057,variation_005
12.689610031679221,30.918548187166948,-1.0857150581397443,30.93760493622019,-2.011133908487867,variation_005
17.43328822199988,30.88479889823232,-1.4898164751978389,30.920710795743734,-2.7616848304875043,variation_005
23.95026619987486,30.821313247103426,-2.0424383286618903,30.88891232469121,-3.7912807163253466,variation_005
32.90344562312668,30.702205794427794,-2.7950343443778434,30.829168941598915,-5.201693027667153,variation_005
45.20353656360243,30.479896952694343,-3.8120282853087595,30.7173514140601,-7.128794249684476,variation_005
62.10169418915616,30.06896879831458,-5.1664117483657614,30.509583657396366,-9.749292863425184,variation_005
85.31678524172806,29.322829651985284,-6.921587451253894,30.12866926441828,-13.281426862898021,variation_005
117.21022975334806,28.010958495825964,-9.083598835085688,29.446995834068623,-17.967221639024768,variation_005
161.02620275609394,25.82988728762999,-11.507554728580619,28.277321180107347,-24.013601346340447,variation_005
221.2216291070448,22.52027166930446,-13.783672551436052,26.40364113270154,-31.468976020198358,variation_005
303.9195382313198,18.134689633556434,-15.248683529464675,23.693655637895695,-40.059041300585136,variation_005
417.53189365604004,13.26072026247693,-15.318643236216651,20.260985476480467,-49.11860614989221,variation_005
573.6152510448682,8.797870259608064,-13.962453463535038,16.50310964110333,-57.7845938676929,variation_005
788.0462815669912,5.380317872820129,-11.730678571426632,12.905682475511151,-65.36127303441269,variation_005
1082.636733874054,3.104337152910782,-9.298547346780804,9.803055233918993,-71.53831785239016,variation_005
1487.3521072935118,1.726162266634402,-7.103278981945154,7.310007419017863,-76.34135320184097,variation_005
2043.3597178569416,0.9391983310520153,-5.3096463629948945,5.392071772993734,-79.96897883734752,variation_005
2807.2162039411755,0.5048180213218332,-3.9207952904516215,3.953160374216926,-82.6633039108085,variation_005
3856.620421163472,0.26953515423834157,-2.8759793771946716,2.8885821050161162,-84.64591110912454,variation_005
5298.316906283708,0.14339528230300877,-2.1020171188736674,2.1069025072424954,-86.09744608658237,variation_005
7278.953843983146,0.07614119140591513,-1.5333880967773097,1.5352773483534017,-87.15728283956686,variation_005
10000.0,0.040388722885458375,-1.1174383566609623,1.1181680239898968,-87.93000085518783,variation_005
1.0,27.537065438254167,-0.05746116453287193,27.537125389846373,-0.1195580350622288,variation_006
1.3738237958832629,27.536760754438482,-0.07870622425667397,27.536873234209438,-0.16376371322187716,variation_006
1.8873918221350972,27.536382169716937,-0.10783458982520493,27.536593313179967,-0.22437353102889337,variation_006
2.592943797404667,27.53587290943605,-0.14783753595477533,27.53626976955396,-0.30761274594657523,variation_006
3.562247890262442,27.535081386491004,-0.20281885306545724,27.53582834141443,-0.4220235984904706,variation_006
4.893900918477494,27.533705373704684,-0.2783929140570029,27.535112751186826,-0.5792970935004184,variation_006
